"","id","hb","cancer_site_icd10code","cancer_site","sex","sex_qf","year","incidences_age_under5","incidences_age5to9","incidences_age10to14","incidences_age15to19","incidences_age20to24","incidences_age25to29","incidences_age30to34","incidences_age35to39","incidences_age40to44","incidences_age45to49","incidences_age50to54","incidences_age55to59","incidences_age60to64","incidences_age65to69","incidences_age70to74","incidences_age75to79","incidences_age80to84","incidences_age85and_over","incidences_all_ages","incidence_rate_age_under5","incidence_rate_age5to9","incidence_rate_age10to14","incidence_rate_age15to19","incidence_rate_age20to24","incidence_rate_age25to29","incidence_rate_age30to34","incidence_rate_age35to39","incidence_rate_age40to44","incidence_rate_age45to49","incidence_rate_age50to54","incidence_rate_age55to59","incidence_rate_age60to64","incidence_rate_age65to69","incidence_rate_age70to74","incidence_rate_age75to79","incidence_rate_age80to84","incidence_rate_age85and_over","crude_rate","crude_rate_lower95pc_confidence_interval","crude_rate_upper95pc_confidence_interval","easr","easr_lower95pc_confidence_interval","easr_lower95pc_confidence_interval_qf","easr_upper95pc_confidence_interval","easr_upper95pc_confidence_interval_qf","wasr","wasr_lower95pc_confidence_interval","wasr_lower95pc_confidence_interval_qf","wasr_upper95pc_confidence_interval","wasr_upper95pc_confidence_interval_qf","standardised_incidence_ratio","sir_lower95pc_confidence_interval","sir_upper95pc_confidence_interval"
"1282",1260,"S08000024","C18-C20","Colorectal cancer","Female"," ","2015-2019",0,0,1,2,6,9,8,14,21,41,81,85,105,162,191,180,171,197,1274,0,0,0.935296208309171,1.76569259291957,3.46128552144266,4.60739845805732,4.48161696740184,8.85571509899424,14.598032741302,26.5090777427197,52.1037701258853,59.4426378544704,86.7531995406212,141.974497173656,198.941754853762,243.437335172638,297.117439577433,331.153658659584,55.8276826428492,52.803814085819,58.9795802567108,60.3373375417293,"57.0533948475971"," ","63.7118735145741"," ",26.42207112079,"24.813596064538"," ","28.0803441703219"," ",96.6085455872214,91.3758092544151,102.062833315104
"1283",1261,"S08000024","C18","Colon","All","d","2015-2019",0,0,2,4,4,12,16,21,26,52,98,130,175,246,291,292,302,273,1944,0,0,0.906832072836752,1.75148219180481,1.20366274573527,3.17382231355778,4.57730059419083,6.72047312130774,9.0167885667121,17.094972434357,31.9149629069972,46.3354041694735,74.0593405756315,112.688960146587,161.932956417219,221.507464498119,307.088455711133,301.085230280572,43.758159636249,41.8343899405978,45.7475769349277,51.9883695174516,"49.6589356326473"," ","54.3704456664232"," ",21.3732738093244,"20.3401693507413"," ","22.4316102007489"," ",98.296714806581,93.9752295636247,102.765668402095
"1284",1262,"S08000024","C18","Colon","Male"," ","2015-2019",0,0,1,2,0,5,11,10,13,29,43,69,103,130,152,146,161,120,995,0,0,0.880049282759835,1.73749869687598,0,2.73590325846078,6.43109375365403,6.4771873461668,8.99678883844535,19.3955283275035,28.3628064667199,50.1570132588974,89.3600777345919,124.766063630692,181.60963486905,252.232952680407,394.704584456975,384.82506493923,46.0524915092165,43.2351053575825,49.0052688139567,59.0183895729655,"55.3438613010563"," ","62.8093501935907"," ",23.7264638179527,"22.1745538576653"," ","25.3301195735143"," ",99.8821367827466,93.7715759912418,106.286344176868
"1285",1263,"S08000024","C18","Colon","Female"," ","2015-2019",0,0,1,2,4,7,5,11,13,23,55,61,72,116,139,146,141,153,949,0,0,0.935296208309171,1.76569259291957,2.30752368096178,3.58353213404458,2.80101060462615,6.95806186349548,9.03687741128219,14.870946050794,35.3791031718974,42.6588342249729,59.4879082564259,101.660751062618,144.779601699858,197.454727417806,244.991572984901,257.190404948814,41.5859268666122,38.9818467184416,44.3182252574631,44.9583494619377,"42.129137213675"," ","47.8782035201741"," ",19.0200838006961,"17.6718323351885"," ","20.4171949618249"," ",96.6876085039744,90.6331015866009,103.040223848536
"1286",1264,"S08000024","C19-C20","Rectum and rectosigmoid junction","All","d","2015-2019",0,0,0,0,3,3,4,9,10,33,56,67,114,129,146,98,92,87,851,0,0,0,0,0.902747059301454,0.793455578389444,1.14432514854771,2.88020276627475,3.46799560258158,10.8487325064188,18.2371216611413,23.8805544565748,48.2443704321257,59.0929912963811,81.2447135289142,74.3415463041631,93.5501255808751,95.9502382212811,19.1554495115473,17.8899087133679,20.4868916469199,22.9075098843393,"21.3684101586904"," ","24.4993725420043"," ",10.3455353006068,"9.61577622028141"," ","11.1016059910781"," ",98.6613040712635,92.1430594626734,105.518977512553
"1287",1265,"S08000024","C19-C20","Rectum and rectosigmoid junction","Male"," ","2015-2019",0,0,0,0,1,1,1,6,2,15,30,43,81,83,94,64,62,43,526,0,0,0,0,0.629037635321721,0.547180651692156,0.584644886695821,3.88631240770008,1.38412135976082,10.0321698245708,19.788004511665,31.2572691323564,70.2734591893392,79.6583329334421,112.311221563755,110.567869668124,151.998038734984,137.895648269891,24.3453372199476,22.3090002885915,26.5175990325888,30.436031688887,"27.8503074447254"," ","33.1348970432407"," ",13.2890832811198,"12.1221906159888"," ","14.5088295197638"," ",100.12668825327,91.751709863673,109.060693946179
"1288",1266,"S08000024","C19-C20","Rectum and rectosigmoid junction","Female"," ","2015-2019",0,0,0,0,2,2,3,3,8,18,26,24,33,46,52,34,30,44,325,0,0,0,0,1.15376184048089,1.02386632401274,1.68060636277569,1.89765323549877,5.56115533001981,11.6381316919257,16.7246669539879,16.7838036294975,27.2652912841952,40.3137461110381,54.1621531539038,45.9826077548316,52.1258665925321,73.9632537107701,14.241755776237,12.735316433933,15.8773884160632,15.3789880797916,"13.7451095480719"," ","17.1032977756476"," ",7.40198732009384,"6.54311993703566"," ","8.31305021187593"," ",96.378420128067,86.1838734646363,107.447258283498
"1289",1267,"S08000024","C53","Cervix uteri","Female"," ","2015-2019",0,0,0,0,2,14,29,26,21,23,12,13,13,11,9,9,8,4,194,0,0,0,0,1.15376184048089,7.16706426808916,16.2458615068317,16.4463280409893,14.598032741302,14.870946050794,7.71907705568671,9.09122696597783,10.7408723240769,9.64024363524824,9.37421881509874,12.1718667586319,13.9002310913419,6.72393215552455,8.50123267873842,7.34699294065639,9.78535302723221,8.54914380982407,"7.378079380592"," ","9.80520321160786"," ",6.27610518264722,"5.39057600495924"," ","7.22798943460446"," ",67.8017413784083,58.5960806033719,78.043267408519
"1290",1268,"S08000024","D06","Carcinoma in situ of the cervix uteri","Female"," ","2015-2019",0,0,0,0,177,648,522,310,188,77,46,29,22,1,1,0,0,0,2021,0,0,0,0,102.107922882559,331.732688980127,292.42550712297,196.090834334873,130.687150255466,49.7853411265711,29.5897953801324,20.2804293856429,18.1768608561301,0.876385785022567,1.0415798683443,0,0,0,88.5618105346925,84.7423783503958,92.5090256965908,75.9779329245751,"72.6549325651935"," ","79.3741947598346"," ",77.9114834690027,"74.5320979169361"," ","81.3647442430842"," ",93.7167340824234,89.6749839397774,97.8937050754546
"1291",1270,"S08000024","C56","Ovary","Female"," ","2015-2019",0,0,0,4,7,7,11,12,18,24,38,47,55,66,46,46,36,39,456,0,0,0,3.53138518583915,4.03816644168311,3.58353213404458,6.16222333017753,7.59061294199507,12.5125994925446,15.5175089225676,24.4437440096746,32.868282107766,45.4421521403254,57.8414618114894,47.912673943838,62.2117634330074,62.5510399110385,65.5583385163644,19.9822788737357,18.1900820905795,21.9033036359224,21.40104230181,"19.4721390840998"," ","23.4197352054828"," ",11.7453036641167,"10.5913885520873"," ","12.9580243546665"," ",102.167338545041,93.0040205550834,111.989340753693
"1292",1271,"S08000024","C53-C55","Uterus","Female"," ","2015-2019",0,0,0,0,2,14,32,32,38,47,57,86,94,117,111,69,53,32,784,0,0,0,0,1.15376184048089,7.16706426808916,17.9264678696074,20.2416345119868,26.4154878175941,30.3884549733616,36.6656160145119,60.1419630056995,77.6647691125561,102.53713684764,115.615365386218,93.3176451495111,92.08903098014,53.7914572441964,34.3554970109841,31.9924266460586,36.8469239080554,36.9730502407742,"34.4174536140008"," ","39.6188687981544"," ",20.7605391902648,"19.2413366159011"," ","22.3366448405137"," ",86.5816234319417,80.6262891687306,92.8604377172208
"1293",1272,"S08000024","C52","Vagina","Female"," ","2015-2019",0,0,0,0,0,0,0,0,0,1,2,0,2,4,3,2,0,2,16,0,0,0,0,0,0,0,0,0,0.646562871773651,1.28651284261445,0,1.65244189601183,3.50554314009027,3.12473960503291,2.70485927969597,0,3.36196607776228,0.7011325920609,0.400757856569373,1.13859540344313,0.777107784210419," ","z"," ","z",0.380736599766752," ","z"," ","z",92.5591904429043,52.9055747624876,150.310326431885
"1294",1273,"S08000024","C51","Vulva","Female"," ","2015-2019",0,0,0,0,0,1,3,2,3,4,11,9,5,7,15,6,10,14,90,0,0,0,0,0,0.511933162006368,1.68060636277569,1.26510215699918,2.08543324875743,2.5862514870946,7.07582063437948,6.29392636106158,4.13110474002958,6.13470049515797,15.6236980251646,8.11457783908792,17.3752888641774,23.5337625443359,3.94387083034256,3.17133788066486,4.84768682290997,4.16744316752625,"3.34711812983508"," ","5.07632512582874"," ",2.05099653485222,"1.60897868299837"," ","2.54584689419502"," ",93.4947407297584,75.1808123729723,114.920909467936
"1295",1274,"S08000024","C00-C14, C30-C32","Head and neck","All","d","2015-2019",0,0,1,2,2,3,8,15,17,58,91,106,143,140,111,116,64,54,931,0,0,0.453416036418376,0.875741095902407,0.601831372867636,0.793455578389444,2.28865029709542,4.80033794379124,5.89559252438868,19.0674692537058,29.6353226993545,37.7811757074169,60.5170611560875,64.1319285387082,61.7682411075992,87.9961160334992,65.078348230174,59.5553202752779,20.956196821681,19.6315157741777,22.3467463161401,24.6827549692273,"23.1008127378022"," ","26.3163457927071"," ",12.5242019802853,"11.6878964349038"," ","13.3889956964288"," ",98.1863415615991,91.9797962186118,104.701501195909
"1296",1285,"S08000024","C03-C06","Mouth (IARC definition)","Female"," ","2015-2019",0,0,0,0,1,0,1,0,0,1,5,3,10,12,10,14,6,7,70,0,0,0,0,0.576880920240444,0,0.56020212092523,0,0,0.646562871773651,3.21628210653613,2.09797545368719,8.26220948005916,10.5166294202708,10.415798683443,18.9340149578718,10.4251733185064,11.766881272168,3.06745509026644,2.39123172817552,3.87554496985739,3.38175808630837,"2.63295911422395"," ","4.22284119424194"," ",1.5178931546669,"1.15420647353002"," ","1.93062723785032"," ",96.895609642282,75.5348812873439,122.421773587496
"1297",1275,"S08000024","C00-C14, C30-C32","Head and neck","Male"," ","2015-2019",0,0,0,1,1,0,4,8,13,44,71,73,96,97,83,80,41,38,650,0,0,0,0.868749348437989,0.629037635321721,0,2.33857954678328,5.18174987693344,8.99678883844535,29.4276981520743,46.8316106776072,53.0646662014422,83.2870627429206,93.0946782475167,99.1684190403365,138.209837085155,100.514832066683,121.861270564089,30.0845421919505,27.8159047216876,32.488908381579,35.9846598386102,"33.2330384060025"," ","38.8441639327153"," ",17.9510367409319,"16.5380710425168"," ","19.421095544228"," ",98.216648123569,90.8102542780157,106.066153909638
"1298",1276,"S08000024","C00-C14, C30-C32","Head and neck","Female"," ","2015-2019",0,0,1,1,1,3,4,7,4,14,20,33,47,43,28,36,23,16,281,0,0,0.935296208309171,0.882846296459786,0.576880920240444,1.53579948601911,2.24080848370092,4.42785754949712,2.78057766500991,9.05188020483112,12.8651284261445,23.0777299905591,38.832384556278,37.6845887559704,29.1642363136405,48.6874670345275,39.9631643876079,26.8957286220982,12.3136411480696,10.9158534856623,13.840798663211,13.3808500998443,"11.855735228005"," ","14.9969053337637"," ",7.09736721963875,"6.2228278562891"," ","8.02857027439772"," ",98.1163090337769,86.9785988634711,110.28485097008
"1299",1277,"S08000024","C32","Larynx","All","d","2015-2019",0,0,0,0,0,0,1,2,3,11,15,15,29,31,21,21,11,10,170,0,0,0,0,0,0,0.286081287136927,0.640045059172166,1.04039868077447,3.61624416880628,4.88494330209141,5.34639278878541,12.2726907239618,14.2006413192854,11.685883452789,15.9303313508921,11.1853411020612,11.0287630139404,3.82658803403412,3.27297350560156,4.44702367705336,4.6426713557229,"3.95992237000336"," ","5.37892180420111"," ",2.28876580019501,"1.94313389457446"," ","2.6622726130558"," ",82.3790367949199,70.4607871160099,95.7358157872167
"1300",1278,"S08000024","C32","Larynx","Male"," ","2015-2019",0,0,0,0,0,0,0,2,1,8,11,10,21,22,16,16,9,10,126,0,0,0,0,0,0,0,1.29543746923336,0.692060679880412,5.35049057310442,7.25560165427718,7.26913235636194,18.2190449750139,21.1142569221172,19.1168036704263,27.6419674170309,22.0642314292719,32.0687554116025,5.83177279413194,4.85802247879819,6.94346848702704,7.1602843221168,"5.94440171282071"," ","8.48762303080634"," ",3.38543488874871,"2.79573701091823"," ","4.03072303612048"," ",77.0035480696255,64.1460119718434,91.6825343313641
"1301",1279,"S08000024","C32","Larynx","Female"," ","2015-2019",0,0,0,0,0,0,1,0,2,3,4,5,8,9,5,5,2,0,44,0,0,0,0,0,0,0.56020212092523,0,1.39028883250495,1.93968861532095,2.5730256852289,3.49662575614532,6.60976758404733,7.8874720652031,5.20789934172152,6.76214819923993,3.47505777283547,0,1.92811462816748,1.40097104051338,2.58840389270164,2.12505838932899,"1.54263880227662"," ","2.7993073819154"," ",1.19209671164132,".852347587926143"," ","1.5879476565802"," ",102.961654051513,74.8120954544192,138.221214782873
"1302",1328,"S08000024","C45","Mesothelioma","All","d","2015-2019",0,0,0,0,0,0,1,0,0,1,3,4,7,24,30,29,24,22,145,0,0,0,0,0,0,0.286081287136927,0,0,0.32874946989148,0.976988660418281,1.42570474367611,2.96237362302526,10.99404489235,16.69411921827,21.9990290083748,24.4043805863152,24.2632786306688,3.26385449961734,2.75423966384984,3.84042696187324,4.32499677865478,"3.63944562513339"," ","5.06882887755662"," ",1.50465803245547,"1.2558625501989"," ","1.77560426948778"," ",100.587139642034,84.8815686201005,118.356245091277
"1303",1280,"S08000024","C00-C14","Lip, oral cavity and pharynx","All","d","2015-2019",0,0,1,2,2,3,5,11,14,47,74,87,110,106,89,86,52,44,733,0,0,0.453416036418376,0.875741095902407,0.601831372867636,0.793455578389444,1.43040643568464,3.52024782544691,4.85519384361421,15.4512250848996,24.0990536236509,31.0090781749554,46.5515855046827,48.5570316078791,49.5258870142011,65.2384998179391,52.8761579370164,48.5265572613376,16.4993472291001,15.3263719064907,17.7382818672978,19.3325674964849,"17.9401532217249"," ","20.7762823103782"," ",9.88321387038356,"9.13944598117827"," ","10.655662774747"," ",103.652413153184,96.2835323684246,111.435664405802
"1304",1281,"S08000024","C00-C14","Lip, oral cavity and pharynx","Male"," ","2015-2019",0,0,0,1,1,0,3,6,12,36,58,60,73,74,66,62,32,28,512,0,0,0,0.868749348437989,0.629037635321721,0,1.75393466008746,3.88631240770008,8.30472815856494,24.0772075789699,38.2568087225524,43.6147941381717,63.3328706274292,71.0206823743942,78.8568151405085,107.112623740995,78.4506006374111,89.7925151524869,23.6973624650441,21.6889042745939,25.8417720402652,28.1974371775655,"25.7766516910367"," ","30.7253139275809"," ",14.2206870376576,"12.9624295645563"," ","15.5363933282523"," ",106.81281826563,97.7599508839918,116.478469056221
"1305",1282,"S08000024","C00-C14","Lip, oral cavity and pharynx","Female"," ","2015-2019",0,0,1,1,1,3,2,5,2,11,16,27,37,32,23,24,20,16,221,0,0,0.935296208309171,0.882846296459786,0.576880920240444,1.53579948601911,1.12040424185046,3.16275539249794,1.39028883250495,7.11219158951016,10.2921027409156,18.8817790831847,30.5701750762189,28.0443451207221,23.956336971919,32.4583113563517,34.7505777283547,26.8957286220982,9.68439392784119,8.44958733368191,11.0488908720011,10.4676978154043,"9.12743763911261"," ","11.8984314264368"," ",5.54574070310953,"4.77306436220916"," ","6.37553402062601"," ",97.0030155245224,84.634666599902,110.670398248081
"1306",1283,"S08000024","C03-C06","Mouth (IARC definition)","All","d","2015-2019",0,0,0,0,1,0,1,1,2,5,16,14,28,24,27,34,14,13,180,0,0,0,0,0.300915686433818,0,0.286081287136927,0.320022529586083,0.693599120516315,1.6437473494574,5.2106061888975,4.98996660286638,11.849494492101,10.99404489235,15.024707296443,25.7919650443015,14.2358886753506,14.3373919181225,4.05168144780084,3.4813825377607,4.6887549385897,4.82455902455014,"4.13630499910278"," ","5.56500156138003"," ",2.19956268229566,"1.87050881565916"," ","2.55488521478023"," ",102.946002839867,88.4557241817479,119.132904558794
"1307",1284,"S08000024","C03-C06","Mouth (IARC definition)","Male"," ","2015-2019",0,0,0,0,0,0,0,1,2,4,11,11,18,12,17,20,8,6,110,0,0,0,0,0,0,0,0.64771873461668,1.38412135976082,2.67524528655221,7.25560165427718,7.99604559199814,15.6163242642976,11.5168674120639,20.3116038998279,34.5524592712886,19.6126501593528,19.2412532469615,5.09123021709931,4.18437205656984,6.13630922034865,6.2673599627919,"5.13644811869909"," ","7.50911375521373"," ",2.88123220992441,"2.34521823500901"," ","3.47158748166265"," ",107.205945218333,88.1102488673812,129.21215542562
"1308",1286,"S08000024","C01-C06","Oral cavity","All","d","2015-2019",0,0,1,0,1,0,4,4,8,26,33,43,62,50,48,56,25,28,389,0,0,0.453416036418376,0,0.300915686433818,0,1.14432514854771,1.28009011834433,2.77439648206526,8.54748621717848,10.7468752646011,15.3263259945182,26.2381663753666,22.9042601923958,26.7105907492321,42.4808836023789,25.4212297774117,30.880536439033,8.75613379552514,7.9075127141838,9.67101387423516,10.3267230045519,"9.31178787091653"," ","11.3934012937041"," ",5.12105834959688,"4.59444342235535"," ","5.67583354137759"," ",106.312333542931,96.0088263606599,117.420322336948
"1309",1287,"S08000024","C01-C06","Oral cavity","Male"," ","2015-2019",0,0,0,0,0,0,2,3,6,20,23,27,38,29,34,40,13,17,252,0,0,0,0,0,0,1.16928977339164,1.94315620385004,4.15236407928247,13.3762264327611,15.1708034589432,19.6266573621773,32.9677956690727,27.8324295791545,40.6232077996559,69.1049185425773,31.8705565089483,54.5168841997242,11.6635455882639,10.267819193921,13.1960621854904,14.1293368801138,"12.4147050517075"," ","15.9532668870477"," ",6.87120391589116,"6.01264561819259"," ","7.78622524963117"," ",109.25546726316,96.1813348536381,123.610949106263
"1310",1288,"S08000024","C01-C06","Oral cavity","Female"," ","2015-2019",0,0,1,0,1,0,2,1,2,6,10,16,24,21,14,16,12,11,137,0,0,0.935296208309171,0,0.576880920240444,0,1.12040424185046,0.632551078499589,1.39028883250495,3.87937723064191,6.43256421307226,11.189202419665,19.829302752142,18.4041014854739,14.5821181568203,21.6388742375678,20.8503466370128,18.4908134276925,6.00344781952146,5.04029034048744,7.09705711373832,6.52410912899006,"5.47363940921728"," ","7.66542367359998"," ",3.37091278330259,"2.78051084646305"," ","4.0173090657636"," ",101.293218391505,85.0423365978862,119.745149415855
"1311",1289,"S08000024","C07-C08","Salivary glands","All","d","2015-2019",0,0,0,0,0,3,1,1,1,3,4,4,4,4,4,2,8,6,45,0,0,0,0,0,0.793455578389444,0.286081287136927,0.320022529586083,0.346799560258158,0.986248409674439,1.30265154722438,1.42570474367611,1.69278492744301,1.83234081539166,2.22588256243601,1.51717441437068,8.13479352877175,6.61725780836421,1.01292036195021,0.738831062626265,1.35536713854407,1.14637272885727,".827677598760661"," ","1.51616671219145"," ",0.562336651764758,".397676172779612"," ",".755076298002972"," ",104.883269023572,76.5025761306707,140.342065928985
"1312",1290,"S08000024","C07-C08","Salivary glands","Male"," ","2015-2019",0,0,0,0,0,0,1,0,1,0,2,0,1,2,2,2,5,3,19,0,0,0,0,0,0,0.584644886695821,0,0.692060679880412,0,1.31920030077767,0,0.867573570238756,1.91947790201065,2.38960045880329,3.45524592712886,12.2579063495955,9.62062662348074,0.879394310226245,0.529452820697366,1.37328314791623,1.1435829999766," ","z"," ","z",0.426586762216063," ","z"," ","z",88.7391277778712,53.4267517561382,138.577140335129
"1313",1291,"S08000024","C07-C08","Salivary glands","Female"," ","2015-2019",0,0,0,0,0,3,0,1,0,3,2,4,3,2,2,0,3,3,26,0,0,0,0,0,1.53579948601911,0,0.632551078499589,0,1.93968861532095,1.28651284261445,2.79730060491626,2.47866284401775,1.75277157004513,2.08315973668861,0,5.21258665925321,5.04294911664341,1.13934046209896,0.744255016629828,1.6693977570385,1.14916245773793,".747770872089833"," ","1.63541631669078"," ",0.698086541313453,".437485501905896"," ","1.01859836854941"," ",120.965298223513,79.018548920062,177.242189013283
"1314",1292,"S08000024","C73","Thyroid","All","d","2015-2019",0,0,1,4,8,19,23,33,25,34,35,24,16,23,13,9,13,8,288,0,0,0.453416036418376,1.75148219180481,2.40732549147054,5.02521866313314,6.57986960414932,10.5607434763407,8.66998900645394,11.1774819763103,11.3982010382133,8.55422846205665,6.77113970977202,10.5359596885021,7.23411832791702,6.82728486466804,13.2190394842541,8.82301041115229,6.48269031648134,5.75553392826463,7.27628407608207,6.58432788187799,"5.83582731677403"," ","7.37733641938708"," ",4.79620314934869,"4.23000344144431"," ","5.39744972534044"," ",116.666147853413,103.579831747187,130.948108331725
"1315",1293,"S08000024","C73","Thyroid","Male"," ","2015-2019",0,0,0,0,1,6,3,7,7,9,8,8,5,11,7,4,2,2,80,0,0,0,0,0.629037635321721,3.28308391015294,1.75393466008746,4.53403114231676,4.84442475916288,6.01930189474247,5.27680120311067,5.81530588508956,4.33786785119378,10.5571284610586,8.36360160581151,6.91049185425773,4.9031625398382,6.4137510823205,3.70271288516314,2.93602103654626,4.60834670016256,4.00547049947876,"3.15964338119963"," ","4.95009660551962"," ",2.62171365322477,"2.06265490229028"," ","3.24679879624966"," ",116.549993145769,92.41689601602,145.056555281252
"1316",1294,"S08000024","C73","Thyroid","Female"," ","2015-2019",0,0,1,4,7,13,20,26,18,25,27,16,11,12,6,5,11,6,208,0,0,0.935296208309171,3.53138518583915,4.03816644168311,6.65513110608279,11.2040424185046,16.4463280409893,12.5125994925446,16.1640717943413,17.3679233752951,11.189202419665,9.08843042806507,10.5166294202708,6.24947921006583,6.76214819923993,19.1128177505951,10.0858982332868,9.1147236967917,7.91805400217162,10.441170757634,9.16318526427723,"7.95129148636565"," ","10.4597810358285"," ",6.97069264547261,"6.00074616706824"," ","8.01223754214617"," ",116.710884412351,101.387942866934,133.695580245924
"1317",1295,"S08000024","C01-C02","Tongue","All","d","2015-2019",0,0,1,0,0,0,3,3,6,21,17,29,34,26,21,22,11,15,209,0,0,0.453416036418376,0,0,0,0.858243861410781,0.960067588758249,2.08079736154895,6.90373886772108,5.53626907570359,10.3363593916518,14.3886718832656,11.9102153000458,11.685883452789,16.6889185580774,11.1853411020612,16.5431445209105,4.70445234772431,4.08823300197551,5.38733060499557,5.5021639800018,"4.7712056296088"," ","6.28445640349197"," ",2.92149566730122,"2.51781699983059"," ","3.35474869217185"," ",109.39313402248,95.0641196135336,125.272175236459
"1318",1296,"S08000024","C01-C02","Tongue","Male"," ","2015-2019",0,0,0,0,0,0,2,2,4,16,12,16,20,17,17,20,5,11,142,0,0,0,0,0,0,1.16928977339164,1.29543746923336,2.76824271952165,10.7009811462088,7.91520180466601,11.6306117701791,17.3514714047751,16.3155621670906,20.3116038998279,34.5524592712886,12.2579063495955,35.2756309527627,6.57231537116457,5.53580644007334,7.74654170916317,7.86197691732192,"6.60422019518749"," ","9.22774283264071"," ",3.98997170596675,"3.33438629249583"," ","4.70352237278184"," ",110.897799406275,93.4082918231052,130.711078218223
"1319",1585,"GR0800001","C92.0","Acute myeloid leukaemia","All","d","2015-2019",0,0,0,0,0,0,0,0,0,1,4,1,0,1,2,1,2,1,13,0,0,0,0,0,0,0,0,0,3.8377403384887,14.1467727674624,3.70466417219279,0,4.07564395174438,9.68710646130001,6.28298567479266,18.6358553857622,10.3167234086454,3.61271676300578,1.92361952284454,6.17785569090676,3.12850029044649," ","z"," ","z",1.59374013488464," ","z"," ","z",100.53173052506,53.5289125025277,171.912320916134
"1320",1297,"S08000024","C01-C02","Tongue","Female"," ","2015-2019",0,0,1,0,0,0,1,1,2,5,5,13,14,9,4,2,6,4,67,0,0,0.935296208309171,0,0,0,0.56020212092523,0.632551078499589,1.39028883250495,3.23281435886826,3.21628210653613,9.09122696597783,11.5670932720828,7.8874720652031,4.16631947337722,2.70485927969597,10.4251733185064,6.72393215552455,2.93599272925502,2.27535403800668,3.72860698221999,3.14235104268168,"2.43361750983654"," ","3.94028003985739"," ",1.85301962863569,"1.40306446474929"," ","2.36459602319854"," ",106.335340412139,82.4084282562131,135.042123492603
"1321",1298,"S08000024","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","All","d","2015-2019",0,0,0,0,0,0,1,4,7,25,40,49,60,42,27,31,11,7,304,0,0,0,0,0,0,0.286081287136927,1.28009011834433,2.4275969218071,8.21873674728699,13.0265154722438,17.4648831100323,25.3917739116451,19.2395785616125,15.024707296443,23.5162034227455,11.1853411020612,7.72013410975825,6.84283977850808,6.09516150632451,7.65692137061145,7.89808988593352,"7.02623892523985"," ","8.82019217122603"," ",4.4021869062712,"3.9048630305918"," ","4.92888807648001"," ",106.406241223057,94.7798350580207,119.065219815055
"1322",1299,"S08000024","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","Male"," ","2015-2019",0,0,0,0,0,0,1,2,7,23,34,39,46,32,21,24,9,4,242,0,0,0,0,0,0,0.584644886695821,1.29543746923336,4.84442475916288,15.3826603976752,22.4264051132204,28.3496161898116,39.9083842309828,30.7116464321705,25.0908048174345,41.4629511255464,22.0642314292719,12.827502164641,11.2007064776185,9.83385149466894,12.7044089522385,12.8180882962137,"11.2367026926758"," ","14.5020694177255"," ",7.19032399179766,"6.28719919078557"," ","8.15317441535246"," ",113.599877077785,99.7369517028102,128.85073796051
"1323",1300,"S08000024","C01, C02.4, C05.1, C05.2, C09, C10","Oropharyngeal cancers","Female"," ","2015-2019",0,0,0,0,0,0,0,2,0,2,6,10,14,10,6,7,2,3,62,0,0,0,0,0,0,0,1.26510215699918,0,1.2931257435473,3.85953852784335,6.99325151229064,11.5670932720828,8.76385785022567,6.24947921006583,9.46700747893591,3.47505777283547,5.04294911664341,2.71688879423599,2.08302305964502,3.48292881820361,2.97809147565332,"2.28151073505"," ","3.76605575096547"," ",1.61404982074473,"1.21981798521261"," ","2.0626374962041"," ",85.3182113935987,65.4129834528288,109.374096507294
"1324",1301,"S08000024","C81","Hodgkin lymphoma","All","d","2015-2019",0,3,4,9,16,17,16,13,10,10,13,4,9,10,7,11,5,6,163,0,1.21357750512736,1.8136641456735,3.94083493156083,4.81465098294109,4.49624827754018,4.57730059419083,4.16029288461908,3.46799560258158,3.2874946989148,4.23361752847922,1.42570474367611,3.80876608674676,4.58085203847916,3.89529448426301,8.34445927903872,5.08424595548234,6.61725780836421,3.66902264439742,3.12738130124337,4.27752016964235,3.73852817080072,"3.17419668412993"," ","4.34835164983648"," ",3.10912750331976,"2.60799819238313"," ","3.65364377394016"," ",113.34351336722,96.6111192753589,132.141229835892
"1325",1586,"GR0800001","C92.0","Acute myeloid leukaemia","Male"," ","2015-2019",0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,13.9958012596221,7.19269222469971,0,8.00961153384061,0,13.4879956838414,21.4270409256482,0,3.33655867338427,1.22445822822665,7.26228355327855,2.96295556763512," ","z"," ","z",1.46980125945097," ","z"," ","z",82.5578506425425,30.2972761517284,179.693684303544
"1326",1302,"S08000024","C81","Hodgkin lymphoma","Male"," ","2015-2019",0,2,2,5,11,8,3,10,7,7,6,3,6,5,6,4,2,4,91,0,1.59011583993894,1.76009856551967,4.34374674218994,6.91941398853893,4.37744521353725,1.75393466008746,6.4771873461668,4.84442475916288,4.68167925146637,3.95760090233301,2.18073970690858,5.20544142143254,4.79869475502663,7.16880137640986,6.91049185425773,4.9031625398382,12.827502164641,4.21183590687307,3.39110754144637,5.171201174711,4.40031791577479,"3.5219982697016"," ","5.37494424621737"," ",3.61596236136113,"2.85863024929382"," ","4.46094217718638"," ",113.86265443264,91.6751066929125,139.798108325384
